date,active_score,activity_calories,calories_bmr,calories_out,elevation,fairly_active_minutes,floors,lightly_active_minutes,marginal_calories,resting_heart_rate,sedentary_minutes,steps,very_active_minutes
2023-01-17,-1,853,1852,2625,0,0,0,188,443,58,1252,5099,0
